OrderID,OrderDate,CustomerID,CustomerName,ProductID,ProductName,Category,Quantity,Price,City,State,Country,TotalAmount
2918,2024-06-23,f1fac7e8-4b8a-41d7-8d05-d069eedf471f,Kenneth Adams,052c730f-8e47-4117-86c1-c8a3f546957f,room,Clothing,1,6,Stephaniechester,Minnesota,Saint Pierre and Miquelon,6
2919,2020-11-03,e26b94e6-ba77-4312-b17f-3da154be934d,Matthew Cox,13e01090-e3b3-42c2-89a4-73a0aded11de,too,Home & Kitchen,10,61,Stephenmouth,South Dakota,Finland,610
2920,2023-09-10,4c5d5b65-4dbd-4172-a06e-09eb0d3b5e9e,Tara Ross,4314222c-54c1-4849-bfcb-e56289605ad2,adult,Books,1,2,Smithside,North Carolina,Italy,2
2921,2022-03-09,59e2da76-2d18-4aba-bed9-1d0000765cc5,Andrea Jones,642b0d0f-7bf2-4c1a-aa10-373bd79bb311,particularly,Toys,7,70,North David,Mississippi,Pakistan,490
2922,2024-06-16,e2ed7a43-59cb-4521-b948-9013ba4aec40,Nichole Carr,638c8d9c-c058-40a2-b1cd-f87c435d1d40,successful,Toys,9,75,West Christopher,Louisiana,Mali,675
2923,2023-03-01,70810560-6f36-4c6a-b3b7-1968e3c816ae,Kimberly Peterson,2f1c4546-7434-4d92-b388-43e3f634726f,policy,Clothing,2,51,Port Taylor,Wisconsin,Nigeria,102
2924,2024-06-06,d67434e3-5457-4849-ab6c-c3960759a038,James Jenkins,3d95020f-6ba0-4e1e-abbd-5b1fc4b089c0,second,Books,4,37,West Wayne,Kentucky,Burundi,148
2925,2020-10-21,0f6ba581-4325-4088-9cc9-45fe40e04cd6,Ashley Sawyer,5d5e4ea5-5ce8-44ed-992a-de53a889febf,surface,Toys,4,87,Brookstown,Wisconsin,Slovakia (Slovak Republic),348
2926,2023-07-12,c9460cf1-7213-4bd8-94a1-19074c416e2d,Brittany Sanchez,20fe701a-2e7e-459d-94fd-b1d8f92c3624,class,Toys,10,44,North Roy,Indiana,Russian Federation,440
2927,2022-07-21,33fe1d39-4c58-402d-a456-9a97b530c7fa,Daryl James,450fa823-f66a-45f9-a92b-79ce3985b0f3,science,Clothing,1,89,Lake Jonathan,Tennessee,United States of America,89
2928,2022-06-20,e61fe51c-70f1-43e5-97a3-5f86158da1d8,Olivia Lowe,7ef2e097-96f0-46da-b995-27c6e86fe3fa,professional,Electronics,9,19,South Dustin,Missouri,New Zealand,171
2929,2022-05-19,a6005d1c-e9aa-4ae7-898c-2f23503b856c,Matthew Baker,0fe5a425-6c05-4364-84ba-ee49e4c98079,painting,Books,9,13,New Sandra,West Virginia,Argentina,117
2930,2020-02-14,25d936f2-926d-413c-ba7d-ea60dc78b9d7,Ernest Mullen,08472851-ce0e-41de-8fa9-c2a8f3d764ce,evidence,Toys,8,87,Jonesland,Montana,Argentina,696
2931,2022-04-02,6f77faae-93ef-4927-88b6-e7b733ab063f,Sharon Riddle,22ef9b98-e731-4ef5-83ee-6cdd175ac7fe,generation,Electronics,5,98,Fergusonton,Montana,Sierra Leone,490
2932,2021-11-09,f21e0d81-1fe5-45ed-b4a6-25bae4d46889,Kevin Obrien,b69d85a4-a3cc-4f0a-b58d-2ce11dadc951,better,Electronics,8,79,Mcgeeburgh,New York,Dominican Republic,632
2933,2021-05-27,76d60174-8dfa-4fb9-b5b9-34d2e1c1493f,Carmen Morrison,56ec05e5-967f-42ed-9cf7-9d72f5c9797a,money,Home & Kitchen,6,3,Port Christinechester,Hawaii,Norway,18
2934,2021-12-18,cb65a312-7b21-4272-b20f-83bf14a8f462,Roger Patel,9ac103e6-96dc-4a21-87de-5d42f8c97a03,some,Books,7,62,Andersonbury,Texas,Eritrea,434
2935,2022-04-30,08dd8f08-5512-4f2b-b347-55e39cdc96be,Angela Ramirez,404f03f6-d48f-41df-a555-e02c4068a68b,onto,Toys,5,50,Leeburgh,Idaho,Bouvet Island (Bouvetoya),250
2936,2024-02-22,8ebe10d7-472f-45ba-8fda-ad5522791da7,Regina Smith,12269b75-e72d-4f3a-8b44-ea9ab70fa254,might,Books,4,8,East Christinaborough,North Dakota,Isle of Man,32
2937,2024-02-24,38ac762f-2b81-41bf-af43-da7f204a0bde,Nicholas Fuller,b22d3440-5d5c-44d2-8cb7-ce8e0bed538f,sort,Electronics,3,74,Lake Alexandra,New Mexico,Eritrea,222
2938,2021-01-19,66272784-1546-431c-9d12-98bf257d04e1,Kelly Miller,4d78cb4c-9a00-420b-ba9a-53deb059d422,health,Home & Kitchen,8,42,South Christopher,Ohio,Luxembourg,336
2939,2021-02-21,f239e895-7ba3-44b8-aa53-8c038f032556,Nathan Smith,9bf5c5a9-58d5-4e55-9825-12ad998faac8,husband,Books,2,57,West Robert,Georgia,Palau,114
2940,2023-10-03,b1595c35-b54d-469e-8258-89b8a4c3d250,Alison Palmer,64666d93-623e-41aa-8808-e795022453e9,miss,Home & Kitchen,5,73,West Lisachester,Colorado,Guyana,365
2941,2021-01-14,e9d5b38f-9684-4873-89ef-f10ed81d9e60,Kimberly Miller,56081d18-7dfe-4a1b-afd4-2f0f3f85f95c,social,Electronics,2,73,Marshborough,Florida,Honduras,146
2942,2023-09-06,e401512a-c417-497d-a0a8-d6e09865be9a,Kevin Burgess,848690b8-7872-42d9-98c9-6d09bf70b746,common,Home & Kitchen,7,81,Masonside,West Virginia,Turkey,567
2943,2022-09-27,dd618726-f160-410d-80de-8826e146f4ba,Jeffrey Ryan,6df39cf8-bbec-43c7-a9c6-c5e7c31e0af7,product,Books,8,96,Eddiehaven,Arizona,Russian Federation,768
2944,2022-07-22,81b5563a-9507-4185-9775-192986ee5884,Michael Leonard,38cebbe4-67e8-4cb0-88c4-ffc534d56f9e,common,Home & Kitchen,5,5,Michaelland,New Jersey,Panama,25
2945,2020-05-08,b584c0e1-cb92-41c0-8277-a076e5993290,Eric Mitchell,3a146621-a8c5-4787-9916-9f923173fa6c,imagine,Clothing,10,5,Washingtonhaven,Illinois,Armenia,50
2946,2020-04-16,bd637fa2-65bf-419f-ad01-94a89bb7fb6d,Antonio Walls,2a57cd65-5277-4830-8640-4cfd41ea0cbf,save,Electronics,8,14,West Amandaside,Kansas,Thailand,112
2947,2021-02-27,5d89cd90-b649-4f07-b58a-b872ea0e81af,Sharon Guerrero,8f146756-6945-48fd-86ae-dcf0afe623ee,strong,Home & Kitchen,10,20,Mcdanielmouth,Arizona,Ukraine,200
2948,2023-01-03,091c3957-a1f7-438a-bf11-595484c06bcd,Sara Pham,c825f388-0b49-4ce6-969c-4b4691c1ab3b,part,Books,3,78,Jamesport,Virginia,Bosnia and Herzegovina,234
2949,2022-07-18,9fe53b6d-6d2d-480b-8a1d-e59b84b33311,Jacqueline Johnson,dd85c265-33b4-4493-b603-cbd99c1869a9,activity,Books,7,73,Port Linda,Iowa,Cuba,511
2950,2023-04-15,dce1a00b-f8f4-4fc5-bf5f-83c2053b2506,Elizabeth Adams,e5aef4a6-a277-4267-9b01-8d7b1525cc80,face,Toys,1,97,Keithhaven,Alabama,Colombia,97
2951,2020-11-12,61de2ffa-df51-4aa2-9d6d-5e20ca07d5bf,Leah Brown,a642ffb2-318b-4ee8-8d19-e4ef5fff3262,arm,Clothing,9,63,Lake Michael,Alaska,Indonesia,567
2952,2022-11-23,e93318d6-3d3a-4c3a-9595-d937009244cd,Eric Gomez,4efff346-8c54-4e81-ad25-6229435522dd,natural,Home & Kitchen,8,19,Lake Benjamin,Louisiana,Tokelau,152
2953,2023-09-08,8e835c85-3cec-4a1c-8d62-dcaaeb47e7d3,Andrew Lozano,14f0a3b1-0ab2-4e56-86cf-170a2ce2ff95,age,Home & Kitchen,3,93,Port Isaac,Colorado,United States Minor Outlying Islands,279
2954,2020-07-25,e110deb8-c062-4177-8280-4abdf5e5c975,Lauren Jones,b3f11f03-5fd8-4872-8ec3-6a0e0f4b6017,job,Home & Kitchen,7,19,Johnsonmouth,Rhode Island,French Guiana,133
2955,2020-09-08,c63e8c16-7c57-4653-92a7-1df45b8b7ed4,Peter Smith,391f7890-2d0c-4657-863c-b526bff3015a,within,Books,10,62,Markchester,Montana,Israel,620
2956,2021-10-06,d6268b58-2e33-4c83-b13c-554acef5d9a4,Ariel Zimmerman,6ed992e7-7269-417c-8372-8a5c1f2bd263,fight,Home & Kitchen,5,40,Donaldmouth,Arkansas,Tunisia,200
2957,2022-02-25,83629423-329d-452d-af57-932d749dbbe7,Donna Johnson,bbff4cbb-e2ce-4466-9b2c-ae1d189f80a8,certain,Toys,10,11,Allenmouth,Hawaii,Antigua and Barbuda,110
2958,2023-07-09,23e300ce-c4e5-4fa3-9abf-31813af6173e,Christina Guzman,40efdb6a-0903-49ae-a180-bfc2c4b2fbab,ever,Toys,9,78,Laurenton,South Carolina,Germany,702
2959,2021-05-19,7aa6bcdc-2315-42f0-982c-9210d5513c2f,Tricia Randolph,38a04569-29bd-4090-ac30-8df7f0d3d11a,former,Clothing,6,91,Janicestad,Georgia,Chad,546
2960,2024-04-12,8e0bcbfb-01f0-4b55-a281-74aa0d1164da,Megan Cooke,a0e02206-d33f-49b2-9f6d-c731eebb0d41,card,Electronics,9,23,Gregoryfort,Louisiana,Congo,207
2961,2021-03-15,78f32822-c9dd-4761-8eee-f48a7c2e5466,David Richard,7f0b5f29-7df3-43ed-ba46-c2e18169a343,rise,Electronics,4,17,Lake Kylefurt,California,Equatorial Guinea,68
2962,2023-12-06,e5be4e99-1e93-4a41-a90f-cb5ae0b31f31,Sarah White,015f55f5-4b55-4d60-8bc8-1180f56fa80a,hard,Books,8,67,South Derrick,Texas,Saudi Arabia,536
2963,2021-10-24,21061ff5-8dde-4a9f-b8f7-4a9fded1da79,Tyler Hanna,8a5a835b-bd8e-45e9-aabc-295b65ed5362,for,Home & Kitchen,1,32,Dunnburgh,South Carolina,Zimbabwe,32
2964,2021-10-19,09a7dc70-108b-4390-8b31-781a81584edd,Janet Pineda,4a5f0ce2-75b7-4f73-8db3-c97ea57c2b89,your,Toys,4,74,East Robertchester,Pennsylvania,Iceland,296
2965,2022-09-21,491de18e-2aa5-41ea-ae0a-754d34b7b027,Michelle Gamble,1e101f86-e0a9-4cb1-a664-6a692bbd0232,believe,Toys,5,61,West Emmatown,Utah,Reunion,305
2966,2021-07-07,17a5fd80-3307-40ab-af81-e75567a98595,Erin Brown,4b1092ef-e7d1-4e6f-a2db-0a7f7b0a5e67,information,Electronics,7,94,South Melaniefurt,Wyoming,Burkina Faso,658
2967,2021-09-30,e3039874-606d-4d47-a415-242657c4980e,Joseph Mcclure,bd479e00-b861-416c-8e0c-d27429a1ccc5,relate,Toys,1,81,North Andrew,Michigan,Congo,81
2968,2020-12-10,a5c4bdc6-cc2e-4207-bd7b-de394b8cabe6,Alexander Horton,b45688be-d899-467e-a3d4-b842f21f44df,example,Toys,2,23,West Benjamin,North Carolina,Thailand,46
2969,2023-12-10,4e8a5185-d51d-42e6-bd21-f0f638c838c9,Holly Ellis,12ca7d0c-fdfb-4c66-81ec-72d22a04bcaf,she,Clothing,6,44,Paulaview,Kansas,Rwanda,264
2970,2023-03-30,06f39976-ea58-4345-8d58-95dda295f983,Jennifer Garcia,338c29a1-25f6-4d84-9673-914321fe3722,food,Books,2,98,Bairdfurt,South Dakota,Israel,196
2971,2020-03-24,f861497b-7be3-4f5c-a7c1-e715d0503324,Lisa Hicks,308be098-9a8c-4fb3-8839-29c1abeb2879,woman,Toys,5,6,Katherinebury,Missouri,Macedonia,30
2972,2023-07-17,cfacffc0-aee4-4840-af88-e92267c5ac23,Ryan Jenkins,00cec81a-a2f0-4f2b-b559-81f70396aaf1,act,Clothing,7,23,Nicholasmouth,Mississippi,Brazil,161
2973,2021-09-20,3fcad8fe-63f4-4dcf-9e89-f5c3a1098ddf,Daniel Green,8b3a95cf-0af9-4296-9feb-e3a215a543ac,before,Toys,4,43,West Emilyburgh,Alaska,Israel,172
2974,2020-06-28,e12dfbfd-76b2-42b3-b1bc-3770f3b4f8d2,Joshua Erickson,de0fa7f0-6660-415b-bc24-a61a073fc16e,garden,Books,9,97,East Tracy,South Carolina,Belgium,873
2975,2021-07-15,41039fb9-33e6-4d35-a710-b8d3bf7e02e0,Dean Chambers,9411dc21-2bc4-4c98-8aa6-6ee83fddf036,number,Electronics,10,32,Katherinemouth,Mississippi,Zimbabwe,320
2976,2023-01-15,eb5c8009-9b2f-4f7a-80b7-2429eedc5eab,William Hayes,91b573c4-4fcc-4be8-a3dc-438b8d2e18ed,blood,Electronics,6,5,East William,West Virginia,Belarus,30
2977,2022-11-10,ed435a9a-c7c6-40c9-a042-f2bc543ebbb7,Kevin Roth,4ca4d56a-c56a-4e67-87da-9e6dce06d017,paper,Home & Kitchen,9,43,Annestad,California,Andorra,387
2978,2020-08-31,eb543fdf-db41-4397-ad55-a77c0ded3476,Mary Hancock,4d65e7c6-1c9b-419c-ac00-803741b98a64,finally,Home & Kitchen,1,12,East Brian,Kentucky,Jamaica,12
2979,2021-07-09,f22850de-91ce-4a61-91a2-59a7571e560c,William Soto,96f04b90-8029-4d32-b927-b3726891ff54,staff,Toys,6,94,New Joseph,New Mexico,Malaysia,564
2980,2022-03-05,eb4d0599-2b79-40c1-ac4b-5d92d973ca89,Kathleen Smith,be57c185-e70a-4c13-b047-3c356c103a9f,forward,Toys,7,34,New Heather,Utah,Tokelau,238
2981,2024-05-09,e3e44d96-bfe3-4719-8db6-5a9051e15755,Jennifer Cole,bcf33ae4-05aa-4b56-8030-f3c36c6a644e,create,Books,8,28,Port Anthony,California,Samoa,224
2982,2020-02-20,b6974f92-40fa-4262-bdd9-fab423453cbe,Patty Patterson,31e65ce3-c342-462c-bdc1-a6cd77180794,turn,Toys,7,23,Lake Marytown,Maine,San Marino,161
2983,2023-12-18,10670e59-68a2-499d-834b-2e034c1def73,Wendy Pitts,08d0ce00-b179-44d1-929f-5dba37f1171c,data,Electronics,9,0,East Pamela,New Hampshire,Kyrgyz Republic,0
2984,2022-07-06,4571db19-3f4b-46e9-b37d-c1194ba1e96d,Jennifer Ortega,a3c4bb07-3fd1-45ce-a51c-c43af2717603,catch,Books,1,72,Hunterview,Pennsylvania,New Caledonia,72
2985,2023-12-07,73a27233-591b-4c62-9bd0-c56df26c0a56,Jeffrey Parker,cf475c05-7f83-435e-8df0-4d9587b08888,as,Clothing,4,77,East Christinemouth,Arkansas,Pitcairn Islands,308
2986,2022-11-02,600e830a-846c-4fad-b2d7-56fea6990e34,Jenna Hall,a62550ff-614f-4e36-ac5e-9040fe5bfa18,require,Clothing,6,28,Millermouth,Vermont,Brunei Darussalam,168
2987,2021-03-03,f969421b-2909-4bd8-951c-83d77cab708b,Bethany Brown,7054606e-77c8-4999-adcd-9b1876b53c0d,citizen,Books,2,2,New Thomas,Arizona,Mexico,4
2988,2024-06-20,94909597-ce00-4bab-b88b-e22f6b56841c,Matthew Stewart,f876a5b0-f226-4ab9-95fc-e6e036c3770d,drive,Clothing,4,91,Sandrabury,New Hampshire,Eritrea,364
2989,2021-08-10,ed8b984b-39df-45e5-9792-a0d07831a5c6,Rachel Liu,f593f66b-af5d-4a69-ad75-e38160301072,local,Electronics,10,48,Woodston,Kansas,Belgium,480
2990,2020-02-29,1a152641-dd13-40a2-8a0d-e367997738e1,Regina George,639c9a6d-a77e-46d2-b72d-f8052352516e,eye,Clothing,5,55,Davidhaven,Wisconsin,Panama,275
2991,2024-04-02,8a06b3ad-552c-4115-8f59-5dfc3c8c56ba,Autumn Floyd,1231260a-55f1-48e2-806f-76a174d6d2cf,those,Books,8,49,North Jeffrey,Maryland,Greece,392
2992,2023-08-19,ba7ad5b1-5dcd-4dbc-9ceb-83ce4082fa4e,Jennifer Moore,38260085-ce27-4e63-a9ce-47c60be5d124,about,Home & Kitchen,6,31,Brianport,Georgia,Mongolia,186
2993,2020-01-24,bb32541f-683c-4773-a5b0-c3f9ebc25bb3,Andrew Wilson,cd77ed19-6bbb-4103-94fd-98939224f5ae,edge,Electronics,7,85,New Stevenburgh,Texas,Philippines,595
2994,2020-02-24,e30d04e6-0eb4-480a-bb0e-9544a9145e1d,Sara Thompson,292c811b-3b00-453b-9258-49d72e2b7cd7,sport,Books,8,65,West Marcchester,Illinois,Senegal,520
2995,2022-08-11,20c6223b-f3c8-4687-b606-74d528b6b1ea,Jenna Taylor,95f86449-00c4-4b59-ac6d-466c932d67ef,team,Toys,4,7,Michaelberg,Mississippi,Trinidad and Tobago,28
2996,2023-07-21,5299a245-a46a-4dc9-b878-4eaedbf2b313,Christine Aguilar,3c06d6fd-060e-48c8-8757-0ae56175a318,reduce,Clothing,8,57,Zacharybury,Michigan,Guinea-Bissau,456
2997,2021-02-16,565b5a3b-6197-4978-9820-a693b5f576ac,Elizabeth Callahan,67a780ef-5cf8-48da-a8c1-03205840db5d,house,Toys,7,21,East Jonathan,Pennsylvania,Saint Kitts and Nevis,147
2998,2023-01-05,20e4296b-8b1f-4d5f-81f7-536b602bf5b2,Tracy Williams,7367186e-8ee6-488b-a114-bcc0a0fed412,shoulder,Home & Kitchen,7,62,New Robin,Wisconsin,Turkmenistan,434
2999,2023-11-21,a875ebe1-d825-4fbf-8613-a1a26411c680,Mark Allen,3c10bcf4-ba1e-4e22-a5eb-afec275b1c4b,effort,Home & Kitchen,7,74,Port Caitlin,North Carolina,Poland,518
3000,2021-01-14,59752686-761a-4b3a-a9e9-6efbbef6032d,Matthew Olson,d45672a8-7284-4fc4-b456-27bbc8b6acb0,three,Home & Kitchen,10,1,Lake Wyattfort,Kentucky,Ethiopia,10
3001,2020-12-16,dd93956e-7aa6-43d0-8df5-61e3b529dca5,Jessica Lewis MD,f8ee80a0-3e4b-473a-a066-315680143558,pay,Clothing,4,76,South Francisco,North Dakota,Guam,304
3002,2023-06-08,58b1bf5a-8ff2-46a1-a634-00191c1af3c4,Dylan Baker,41f0753c-9f5b-4159-9107-d6f7989666bd,these,Electronics,10,76,North Johnport,Delaware,Mongolia,760
3003,2021-01-04,b09d2220-486f-4d72-a6ba-1dcd23eb659d,Daniel Harris,cc484a0d-13d1-45d7-9aca-2e3b452c91ea,condition,Home & Kitchen,2,63,Oneillmouth,Washington,Bahrain,126
3004,2020-05-14,d5221fbe-29bb-46ce-bb55-1c849d706d86,Joshua Hill,6995606e-c104-4422-801f-801c04cc7977,commercial,Books,4,40,South Nathanielfurt,New Mexico,Puerto Rico,160
3005,2024-02-14,41286df8-4ec4-4238-802c-8c8c0760cfd5,Randy Barnes,2f68f179-953c-4c6d-89cf-4d42c00f3190,into,Home & Kitchen,6,52,West Robertshire,Wyoming,United States Minor Outlying Islands,312
3006,2021-10-24,99859c2b-a6f1-4623-9c16-e325f5b48596,Justin Sanford MD,17a4cb5a-b445-4cc4-a2d8-d65e9ba45d74,face,Electronics,10,15,East Barryville,Minnesota,Jordan,150
3007,2024-03-31,66d898e5-b94c-4ecf-a3f6-c1ddf8bc5e75,Karen Cardenas,cd4256d3-8199-4b8c-b5b2-136610220689,catch,Clothing,7,26,Perezfurt,Kansas,Lesotho,182
3008,2020-10-05,29c15bfc-11e5-4e86-97b8-304fa0a42ada,Julie Holder,f4621273-55a0-4a04-b071-515710c67f18,clear,Home & Kitchen,8,68,Port Regina,Texas,Liberia,544
3009,2021-11-23,1cee2fef-9b6e-4f7e-a329-44244c015a85,Jessica Austin,8285ddd6-4aa6-4e0e-bbf2-3e0669f3293c,plant,Clothing,7,92,Smithport,Mississippi,Micronesia,644
3010,2023-12-12,fda27711-8544-4639-a207-0ac3a4b01060,Ashley Wilson,b8dab6cd-c68e-4c85-8ccb-c0a951ff916d,control,Books,8,8,New Angela,Idaho,Lao People's Democratic Republic,64
3011,2021-12-03,ad48ea81-19a1-496f-a721-40c3b7ee2561,Shelly Smith,3b860b2d-886d-448b-930a-fbf13af9bb00,decade,Home & Kitchen,4,44,Port Michael,Wisconsin,Slovakia (Slovak Republic),176
3012,2020-10-31,342c02b0-d730-4d84-8574-0c802994efc1,Erin Ward,5d4537b4-089a-4b5a-990a-0cf987e6ae1b,idea,Electronics,10,75,Port Samuel,Maine,Myanmar,750
3013,2020-11-28,087dbc29-0e4c-4b37-8a2c-5e56627b2047,Katie Potter DDS,cc9a8544-8fb2-4b87-892b-34f8441d21f7,wife,Books,3,1,Aarontown,Georgia,Sweden,3
3014,2021-06-18,b004643f-279a-4ed8-beca-d9eb83a0fe88,Patrick Butler,a0d2f08e-d890-4657-9afe-331d6fbb354d,blood,Books,1,70,Port Robert,North Dakota,Portugal,70
3015,2020-02-22,1e6e4edf-6a49-43b3-9124-be7ef29fafa0,Mr. David Bates,16f2c07b-c882-411c-8309-ff7bd315d39d,raise,Home & Kitchen,6,12,Andrewtown,West Virginia,Venezuela,72
3016,2022-12-27,6eb4a5c1-fb1c-46b6-896a-d662f766d126,Jacqueline Richardson,86dd5708-dd40-48c8-847c-cf1a3f30dc4e,respond,Books,3,66,New Jamesfurt,North Carolina,Gambia,198
3017,2024-06-16,bd41363a-a6cb-4f89-a8b3-62d899238817,Breanna Perez,cb360f2d-7423-48e9-b3fc-246f0b32d13a,purpose,Electronics,4,78,East Jeffrey,Nebraska,Palestinian Territory,312
3018,2023-06-06,42ed4353-0c7c-4c64-b1af-0b30120fe355,Mr. Jerry Thompson,0a7539fa-ac2e-4e82-9f16-8823ea11a199,human,Toys,3,25,Carrollfurt,Alabama,Congo,75
3019,2022-08-05,4bc04289-54b9-452d-a392-bba0442ff276,Melissa Church,330f7c75-756b-491f-b86b-bef75c2bfc3c,scene,Books,4,21,Jasonview,Oregon,Mexico,84
3020,2023-07-04,742ba72b-a8ce-4b79-ad1c-52aab4b18cfe,Christine Parker,ccc83b75-a516-40f8-bafe-f13abf052284,official,Toys,8,60,Alexisfurt,North Carolina,Guyana,480
3021,2021-02-27,dd19c575-4ef0-4c07-8acd-b8e3ba4dda67,Patrick Andrews,6064c50f-02d6-4561-827a-928fd88ab4e6,stay,Electronics,3,44,West Matthew,Kansas,Tanzania,132
3022,2023-03-06,5eb312e4-b086-4d55-bfbd-42abcd6c60b3,Jason Webster,4e345471-e5e4-49ac-bd15-781cf2b97c3b,someone,Clothing,10,26,Angelastad,Michigan,Holy See (Vatican City State),260
3023,2023-01-26,34ae6986-2227-429e-9d61-a7230d48df27,Lindsey Lewis,20036c75-58b1-4f31-b508-db6537e3254d,town,Home & Kitchen,6,91,Pricestad,California,Equatorial Guinea,546
3024,2023-07-18,a564e55a-ecd0-4963-95cd-8d7046f04155,Sherry Smith,377969da-ad5d-4c35-8234-7b98fdec2b91,decision,Home & Kitchen,9,58,West Matthewburgh,New Mexico,Saint Helena,522
3025,2021-01-05,0d18fc5d-eaa7-4ac9-ba93-3c5979145bd7,Amber Evans,8b39dcb2-673e-4181-8fae-c5d737d62db5,four,Books,9,33,Richardhaven,Arkansas,New Zealand,297
3026,2022-07-29,b78fe1ac-a614-428e-9eed-dfaf88b5d1e3,Richard Rose,46cd9bca-5488-4a44-bd2d-b3ca3c78d1e9,seek,Home & Kitchen,4,64,South Williamfurt,Illinois,Tuvalu,256
3027,2023-12-15,606f9b4f-11c1-4df0-bd3c-fc2570d44c4f,Christopher Miller,274c44c4-6e9a-4c89-a025-c56733c20356,everybody,Books,1,61,Danielshire,North Dakota,New Zealand,61
3028,2023-06-27,a1b361c4-c900-40c8-a0e2-35418c8c2a97,Kathleen Glover,1697b700-44db-4bee-a6f7-ddb526d97671,prove,Home & Kitchen,3,2,Hodgeshaven,Kansas,Sri Lanka,6
3029,2023-11-25,6deffe44-8c35-47e7-88e4-a70ba9fc6c59,Sydney Williams,7af53575-3336-473d-a8d6-8c9c673a3796,heavy,Toys,3,11,Port Christina,Connecticut,Jamaica,33
3030,2021-08-05,4b5b5477-9953-40fe-8e1b-7be1df04bd30,Stacie Carroll,65b51e48-079c-4694-82cc-69219e8ba77c,official,Electronics,1,51,Port Michael,Florida,Palau,51
3031,2022-09-10,25459a75-68fd-4c58-a93e-520de5af1d0a,Shane Martin,e04f75a8-473c-4253-8a09-2e3d83d94672,last,Home & Kitchen,4,23,Diazburgh,New Jersey,Macedonia,92
3032,2020-01-20,0563a15b-7040-4794-9280-10d1f46d753e,Brian Moore,cc3d3d63-d739-4a70-96a1-7adf666383e2,pick,Toys,4,87,South Lisa,Idaho,Swaziland,348
3033,2021-10-28,fea8c511-79b3-40a8-a363-76535de2a17e,Joseph Shepherd,2793eb89-798d-490c-b7df-c6414cc27401,white,Books,2,65,East Thomasburgh,Oklahoma,Grenada,130
3034,2021-05-17,1abf227b-cd4a-47f8-8de5-97ab96a5c06c,William Mayo,a5659e79-4c3f-4133-878f-4c25fc135209,market,Books,5,10,West Julia,Vermont,Russian Federation,50
3035,2022-02-03,3e76b80e-0543-47cf-a1b7-6447ece4e651,Selena Palmer,5db5d3be-d9ba-4682-a43e-02e82dd6f60d,matter,Toys,9,48,Mariaport,Montana,Cote d'Ivoire,432
3036,2021-05-01,39b05a5e-4809-46a9-9929-6b5835f31f9f,Brenda Anderson,163a5499-1728-4961-85e8-3a217a1f351d,performance,Home & Kitchen,5,76,Michaelfurt,Colorado,Nepal,380
3037,2022-01-10,ba41ad1e-2321-4542-bb0a-f629bd262486,Fernando Lee,fa7320a6-1b07-4749-a71d-d9cced54cf4d,continue,Home & Kitchen,2,33,South Deborah,Nebraska,Hungary,66
3038,2020-06-28,52f7e1ea-e1c3-4285-97b8-2272588913b5,Lauren Harris,299812e8-589b-4b77-954b-a8b49a0c7202,move,Books,2,54,East Wesley,Rhode Island,Grenada,108
3039,2020-09-04,f2d2ed04-8ed8-4c83-8dec-e00655fdbd92,Keith Cline,7721cd03-2943-4dbf-bf16-156c5e0ede69,ago,Toys,5,98,New Matthew,Wyoming,Iceland,490
3040,2022-12-22,234c6c79-b40d-43c3-8878-0994a74fbaee,Connor Lewis,68df1743-0744-4648-bd7f-5118102cdf5e,collection,Toys,3,84,Travisburgh,Kentucky,Aruba,252
3041,2022-05-29,8f95d8f0-ab8e-411d-b356-e754d9ad8a9f,Cameron Harper,700b5def-8a15-452f-96cb-2ef76d594a82,heavy,Electronics,6,29,Delacruzchester,Oklahoma,Mongolia,174
3042,2020-08-13,fe06f85d-3885-400f-b3dd-04143bbee6d2,Donald Sanchez,68e03500-aa31-46e0-b3ba-d58e8836d21b,behind,Books,6,57,South Rebeccabury,New Mexico,Uganda,342
3043,2020-03-13,d72c9fd9-69d3-48bb-8384-57d5b63861ed,Michelle Anderson,d09ffb82-8f3c-42b9-958d-e690fc9c4d98,dream,Clothing,10,15,North Chelsea,Mississippi,Mexico,150
3044,2020-09-21,8a5eca20-c07e-4b24-8488-b326c2e0ec5e,Lisa Smith,83ad9290-e388-47e9-91f5-775d080f1f91,cell,Home & Kitchen,6,60,North Williammouth,Pennsylvania,Pakistan,360
3045,2023-05-27,49aa60de-a5c1-4820-b4c5-48c504326030,Ashley Cowan,d8210948-aac1-4632-88da-8458f975f279,weight,Toys,7,52,North Joseside,Mississippi,Myanmar,364
3046,2020-05-06,08aee1f5-7a4c-46eb-86b0-14592037b6c0,Thomas Brown,20ff820d-8b88-4390-974d-ebf28dfa5d2d,probably,Clothing,7,78,Maxwellmouth,Oregon,Brunei Darussalam,546
3047,2024-02-06,94dc6d04-2c89-43e5-bc08-3da353498eb3,Omar Lawson,3280047e-7bfa-483c-adb8-42724d0315ec,benefit,Toys,10,30,Lyonsborough,Kentucky,Northern Mariana Islands,300
3048,2022-09-15,54aeb41f-88fa-4b0f-9dcd-c19d915342c3,Cynthia Miller,96bf719b-514b-4986-9f12-1b4c60b7cac2,available,Home & Kitchen,7,86,East Davidshire,Virginia,Vanuatu,602
